id,name,price,old_price,discount_percent,dimensions,sleeping_dimensions,url,image_url,scraped_at
20,Диван модульный Спейс-М 5 Lazy Midnight,290980.0,342430.0,15.0,439 x 235 x 83 см,396 x 156 x 39 см,https://www.divan.ru/product/divan-modulnyj-spejs-m-5-lazy-midnight,https://cdn0.divan.ru/img/v1/1x3ITXqxdLwiNnLJUjdtxvmJ1Nqul_FaLiIRNHvgtjU/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU2NTk4ODMucG5n.jpg,2025-08-26 04:49:45.066586
21,Диван прямой Сваут Velvet Mustard,99950.0,127880.0,21.0,215 x 104 x 86 см,196 x 150 x 43 см,https://www.divan.ru/product/divan-svaut-velvet-mustard,https://cdn0.divan.ru/img/v1/io6K2YjfbDpDpbDZ30NLKBfZx-frhHGSaBfPtDPefR8/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQxNzY3NDcucG5n.jpg,2025-08-26 04:49:45.066586
22,Диван угловой Аронт Мини Velvet Pink,88190.0,110240.0,20.0,186 x 151 x 73 см,206 x 141 x 44 см,https://www.divan.ru/product/divan-uglovoj-aront-mini-velvet-pink,https://cdn0.divan.ru/img/v1/vEyMDKCoRvKFEV284babFKZ20THC1z5q9yOxWtz-Rxk/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ5MDc5OTkucG5n.jpg,2025-08-26 04:49:45.066586
23,Диван модульный Маиль-3 Textile Latte,255740.0,,,387 x 170 x 81 см,319 x 148 x 44 см,https://www.divan.ru/product/divan-modulnyj-mail-3-textile-latte,https://cdn0.divan.ru/img/v1/zFTWCdbWDAMz_qKlBPr6xoshzUZz-Ucobk9J_f3_XdY/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU2MTExNzEucG5n.jpg,2025-08-26 04:49:45.066586
24,Диван прямой Инес Vertical Blue,70550.0,108770.0,35.0,150 x 96 x 88 см,198 x 120 x 47 см,https://www.divan.ru/product/divan-ines-vertical-blue,https://cdn0.divan.ru/img/v1/VTkKWqyVcZ1eDQNgJR8vLzOORBUZseGY_v5PFFKDkQo/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUwOTgxMjIucG5n.jpg,2025-08-26 04:49:45.066586
25,Диван угловой Дарол Velvet Silver,101420.0,145520.0,30.0,267 x 154 x 100 см,209 x 139 x 42 см,https://www.divan.ru/product/divan-uglovoj-darol-velvet-silver,https://cdn0.divan.ru/img/v1/pLqGAXDnNlmS85mkCGMYiacRvA57DvQID9rSM6_xy0g/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyMTk5NTgucG5n.jpg,2025-08-26 04:49:45.066586
26,Диван угловой Нордика мини Velvet Coral,88190.0,117590.0,25.0,175 x 155 x 92 см,200 x 160 x 45 см,https://www.divan.ru/product/divan-uglovoj-nordika-mini-velvet-coral,https://cdn0.divan.ru/img/v1/oXiqYRPgieVxwwZcCZ5RCZLs92cKgm5IqzjHd5VGWeU/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUzMjI1NzgucG5n.jpg,2025-08-26 04:49:45.066586
27,Диван прямой Бонент Velvet Eclipse,122000.0,176390.0,30.0,250 x 116 x 82 см,190 x 150 x 44 см,https://www.divan.ru/product/divan-bonent-velvet-eclipse,https://cdn0.divan.ru/img/v1/dXaLMzBet-b2ZD72yDxQjchSRRO5ZpyXe6aJdxJKOYM/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ4Nzk4NDAucG5n.jpg,2025-08-26 04:49:45.066586
28,Диван прямой Эби Мини Linia Mint,88190.0,126410.0,30.0,180 x 108 x 87 см,202 x 140 x 42 см,https://www.divan.ru/product/divan-abi-mini-linia-mint,https://cdn0.divan.ru/img/v1/bRhU6YGSlmTTuy48BfQTZS-YZOLpVOEcik5Hh-RC1mk/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ0MTA4NDcucG5n.jpg,2025-08-26 04:49:45.066586
29,Диван прямой Роттердам Velvet Yellow,41150.0,51440.0,20.0,148 x 86 x 87 см,,https://www.divan.ru/product/divan-rotterdam-velvet-yellow-new,https://cdn0.divan.ru/img/v1/_q_1-FJwPXuzBEkqEhqd0Jz775Utk8uf2cpl57qpHAw/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyMzcwMDMucG5n.jpg,2025-08-26 04:49:45.066586
30,Диван прямой Бруквиль Velvet Blue,80840.0,108770.0,25.0,171 x 102 x 94 см,201 x 140 x 46 см,https://www.divan.ru/product/divan-brukvil-velvet-blue,https://cdn0.divan.ru/img/v1/EVArwZ0FutBAbbM0pQJOHW5AmVNpH5t6HpYqRI9Kd38/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ4NDIxODkucG5n.jpg,2025-08-26 04:49:45.066586
31,Диван прямой Слипсон Мини Linia Stone,70550.0,88190.0,20.0,157 x 105 x 104 см,199 x 139 x 44 см,https://www.divan.ru/product/divan-slipson-mini-linia-stone,https://cdn0.divan.ru/img/v1/YNVCuWrOpPaC8Wt4Ye41K7edw2xyw4I2o3JgciNGRPg/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUzNDY1MzcucG5n.jpg,2025-08-26 04:49:45.066586
32,Диван угловой Динс Velvet Navy Blue,95540.0,120530.0,20.0,219 x 142 x 90 см,194 x 138 x 46 см,https://www.divan.ru/product/divan-uglovoj-dins-velvet-navy-blue-old-10-04-2024,https://cdn0.divan.ru/img/v1/R-YgYI2-4j3aZyHIMkrxkNMdmmJWYy4bAMNeAiBAYOA/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ4NTY2MzMucG5n.jpg,2025-08-26 04:49:45.066586
33,Диван прямой Кейсес Velvet Grey,39680.0,54380.0,27.0,135 x 78 x 87 см,197 x 120 x 34 см,https://www.divan.ru/product/divan-kejses-velvet-grey,https://cdn0.divan.ru/img/v1/W5CSfyCy-Zr455qpjSCH8q9Qc2FennODK4ODmGBdMj4/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ3OTMxOTgucG5n.jpg,2025-08-26 04:49:45.066586
34,Диван прямой Стаус Velvet Caramel,48500.0,60260.0,19.0,201 x 92 x 89 см,201 x 135 x 42 см,https://www.divan.ru/product/divan-staus-velvet-caramel,https://cdn0.divan.ru/img/v1/bqPsnnDWoENE8x1_eSZz6-dJwINpBFNA6ViKtdtcp_g/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUwNTA5MDQucG5n.jpg,2025-08-26 04:49:45.066586
35,Диван прямой Види Textile Ocean,36740.0,66140.0,44.0,146 x 78 x 87 см,197 x 120 x 34 см,https://www.divan.ru/product/divan-vidi-textile-ocean,https://cdn0.divan.ru/img/v1/WvgDYg6B4Gnb46wQ4vSy1yDMeWsi9OrA5NOolbGFzLE/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ0ODg2MzYucG5n.jpg,2025-08-26 04:49:45.066586
36,Диван прямой Бонс-Т Velvet Emerald,63200.0,91130.0,30.0,197 x 100 x 90 см,190 x 120 x 44 см,https://www.divan.ru/product/divan-bons-t-velvet-emerald,https://cdn0.divan.ru/img/v1/AW9cFlXmMMC-BnZoFHMrS-AZgOMVW90y5kXvlxEPP54/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyMTg3MjIucG5n.jpg,2025-08-26 04:49:45.066586
37,Диван прямой Виенсо Bucle Sand,117590.0,139640.0,15.0,210 x 90 x 77 см,173 x 57 x 45 см,https://www.divan.ru/product/divan-vienso-bucle-sand,https://cdn0.divan.ru/img/v1/UklIkawvWOJtuFBbi7juiMqYo0DRl352InL88mGQKAY/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ2NjQyMjgucG5n.jpg,2025-08-26 04:49:45.066586
38,Диван прямой Лави Velvet Yellow,67610.0,97010.0,30.0,141 x 104 x 87 см,198 x 120 x 40 см,https://www.divan.ru/product/divan-lavi-velvet-yellow,https://cdn0.divan.ru/img/v1/MFWQJRsuvwG1oV6VR-HQdDe3vhXHr3CLUSPKj3-BVn8/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUwOTE1MDQucG5n.jpg,2025-08-26 04:49:45.066586
39,Диван прямой Риен Velvet Smoke,83780.0,110240.0,24.0,216 x 90 x 86 см,190 x 111 x 44 см,https://www.divan.ru/product/divan-rien-velvet-smoke,https://cdn0.divan.ru/img/v1/p1jZPFL9HontdCZbzkeWjyAi8oXuw6pcYugZfDYIqYI/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyOTQ5ODkucG5n.jpg,2025-08-26 04:49:45.066586
5,Диван прямой Аронт Мини Velvet Smoke,83780.0,105830.0,20.0,186 x 105 x 73 см,203 x 140 x 45 см,https://www.divan.ru/product/divan-pryamoj-aront-mini-velvet-smoke,https://cdn0.divan.ru/img/v1/7QYXYVlBhnof5Am1oQ0yeOgPZZyNX2sBTKOe98rTXK8/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU2MTg2MDQucG5n.jpg,2025-08-26 04:49:45.066586
40,Диван угловой Вильен мини Velvet Terra,92600.0,124940.0,25.0,180 x 155 x 98 см,200 x 140 x 45 см,https://www.divan.ru/product/divan-uglovoj-vilen-mini-velvet-terra,https://cdn0.divan.ru/img/v1/RAHu40h2r6p3Nf4BmGYAEV43baa_V2murjkZ8AAuKW4/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUzMjI5MzgucG5n.jpg,2025-08-26 04:49:45.066586
41,Диван прямой Пайпел Bucle Grafit,88190.0,104360.0,15.0,160 x 87 x 74 см,,https://www.divan.ru/product/divan-pajpel-bucle-grafit,https://cdn0.divan.ru/img/v1/v9k6IiTkNemkwi6jQc99eB0EDEK1m7fCRRjJlKTdVqI/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyMjQ1NjYucG5n.jpg,2025-08-26 04:49:45.066586
42,Диван прямой Мейлон Velvet Beige,80840.0,108770.0,25.0,250 x 104 x 85 см,200 x 156 x 42 см,https://www.divan.ru/product/divan-mejlon-velvet-beige,https://cdn0.divan.ru/img/v1/0Wb8aB08tlH4xh01hUFmffxUHA99AceIvgqYjbS5uM4/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyMzA1NjkucG5n.jpg,2025-08-26 04:49:45.066586
43,Диван прямой Марей Soft Grey,142580.0,179330.0,20.0,259 x 110 x 88 см,192 x 160 x 44 см,https://www.divan.ru/product/divan-marej-soft-grey,https://cdn0.divan.ru/img/v1/A2DUqcai0DjdUVx2IMfKwnK2KSTzixVe6ScbPofHGfw/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUxODkwMDUucG5n.jpg,2025-08-26 04:49:45.066586
44,Диван прямой Сорен Textile Yellow,102890.0,122000.0,15.0,177 x 96 x 86 см,,https://www.divan.ru/product/divan-soren-textile-yellow,https://cdn0.divan.ru/img/v1/5D6iu6vMnOzKREB-BCmj4mZr5aGC6Ed7ekb5n-P968U/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ5Mzc2ODMucG5n.jpg,2025-08-26 04:49:45.066586
45,Диван прямой Лачи Velvet Yellow,51440.0,69080.0,25.0,198 x 92 x 90 см,198 x 130 x 45 см,https://www.divan.ru/product/divan-lachi-velvet-yellow,https://cdn0.divan.ru/img/v1/CfHNhWwE_6sSFct-DcnO_ykP157XgmX6kM1da_bMwQ0/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQzOTcwOTYucG5n.jpg,2025-08-26 04:49:45.066586
46,Диван прямой Данста Velvet Light,102890.0,138170.0,25.0,215 x 102 x 83 см,195 x 150 x 45 см,https://www.divan.ru/product/divan-dansta-velvet-light,https://cdn0.divan.ru/img/v1/f92nOn7XjjY25d3oxbEehS-9rSzqHnMqnPN65bnh7cw/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ4MTEzMjAucG5n.jpg,2025-08-26 04:49:45.066586
47,Диван угловой Шера Velvet Olive,161690.0,191090.0,15.0,320 x 155 x 99 см,202 x 153 x 47 см,https://www.divan.ru/product/divan-uglovoj-shera-velvet-olive,https://cdn0.divan.ru/img/v1/4kwo1v_YdF_NFEr6RC8mmqbIl5FdcZyy0QSh4MQs-0E/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzQ5MDUzNDAucG5n.jpg,2025-08-26 04:49:45.066586
48,Диван прямой Викс Textile Grafit,36740.0,39680.0,7.0,198 x 90 x 83 см,198 x 130 x 40 см,https://www.divan.ru/product/divan-viks-textile-grafit,https://cdn0.divan.ru/img/v1/82qPZHJ9fHVoSxBHT2YQhxW6g_gtW39TtnRcIJdiPxQ/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUwMTM4NDEucG5n.jpg,2025-08-26 04:49:45.066586
49,Диван 49,,,,,,,,2025-08-26 04:49:45.066586
50,Диван 50,,,,,,,,2025-08-26 04:49:45.066586
51,Диван 51,,,,,,,,2025-08-26 04:49:45.066586
52,Диван 52,,,,,,,,2025-08-26 04:49:45.066586
53,Диван 53,,,,,,,,2025-08-26 04:49:45.066586
4,Диван прямой Спейс Velvet Olive,99950.0,136700.0,26.0,252 x 115 x 83 см,200 x 155 x 38 см,https://www.divan.ru/product/divan-spejs-velvet-olive,https://cdn0.divan.ru/img/v1/qNfrRJpH8oxDezHGQMjU_3ZHoHRHax1Q136M5oFxFQk/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUyNTM3OTUucG5n.jpg,2025-08-26 04:49:45.066586
3,Диван угловой Нордика мини Velvet Yellow,88190.0,117590.0,25.0,175 x 155 x 92 см,200 x 160 x 45 см,https://www.divan.ru/product/divan-uglovoj-nordika-mini-velvet-yellow,https://cdn0.divan.ru/img/v1/9TkX59DEtskjJ10YJWec0HQq_tyrhAyFfBYGH0C09S8/t:0::0:0/pd:30:30:30:30/rs:fit:364:216:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzUzMjI3MTMucG5n.jpg,2025-08-26 04:49:45.066586
1,Диван прямой Филс-Мини 120 Velvet Terra,41150.0,58790.0,30.0,,,https://www.divan.ru/product/divan-pryamoj-fils-mini-120-velvet-terra,https://cdn0.divan.ru/img/v1/s1rVZtVM4wuF5YJqLIz2WUNk_YGExcBCyuNTsga1yBI/t:0::0:0/pd:60:30:60:30/rs:fit:364:156:0:1:ce:0:0/g:ce:0:0/bg:f5f3f1/q:85/czM6Ly9kaXZhbi9wcm9kdWN0LzU2NDE1MzEucG5n.jpg,2025-08-26 04:49:45.066586
